followers_count,following_count,tweet_count,days_antiquity,description_length,username_digits,class
1.0,19.0,17.0,18.0,71.0,0.0,1
1.0,5.0,5.0,18.0,,5.0,1
0.0,12.0,2.0,18.0,,4.0,1
34.0,10.0,385.0,17.0,,8.0,0
0.0,3.0,406.0,16.0,,5.0,0
2.0,90.0,61.0,15.0,,7.0,0
16.0,93.0,1176.0,14.0,,0.0,0
0.0,5.0,10.0,14.0,,7.0,1
0.0,34.0,411.0,14.0,,1.0,0
1.0,51.0,1117.0,14.0,,0.0,0
6.0,99.0,11.0,14.0,,5.0,0
1.0,37.0,79.0,14.0,,6.0,1
5.0,59.0,5.0,14.0,,2.0,0
0.0,53.0,12.0,14.0,,5.0,1
0.0,7.0,16.0,14.0,36.0,5.0,1
2.0,41.0,1645.0,14.0,,4.0,0
49.0,179.0,954.0,13.0,122.0,2.0,0
9.0,43.0,203.0,13.0,10.0,0.0,1
2.0,20.0,9.0,13.0,,1.0,1
2.0,23.0,23.0,13.0,,5.0,1
0.0,5.0,19.0,13.0,,4.0,1
663.0,1216.0,65966.0,4830.0,19.0,2.0,0
0.0,35.0,66.0,12.0,,3.0,1
14.0,67.0,1825.0,11.0,158.0,2.0,0
241.0,428.0,1298.0,11.0,84.0,0.0,0
10.0,9.0,1240.0,10.0,,9.0,0
3.0,121.0,80.0,10.0,,8.0,0
0.0,9.0,1.0,10.0,,5.0,1
1.0,16.0,116.0,9.0,,4.0,1
3.0,45.0,35.0,9.0,,5.0,1
2.0,20.0,102.0,9.0,12.0,2.0,1
0.0,12.0,1.0,9.0,,5.0,1
40.0,68.0,83.0,8.0,24.0,2.0,0
72.0,138.0,530.0,8.0,106.0,0.0,0
1.0,5.0,16.0,8.0,,5.0,1
67.0,91.0,46.0,8.0,55.0,3.0,0
63.0,155.0,490.0,8.0,70.0,0.0,0
35.0,102.0,449.0,8.0,48.0,0.0,0
0.0,4.0,3.0,7.0,,5.0,1
76.0,117.0,420.0,7.0,46.0,0.0,0
10.0,11.0,29.0,7.0,43.0,4.0,1
0.0,14.0,106.0,7.0,,2.0,1
0.0,2.0,62.0,7.0,,3.0,1
61.0,45.0,42.0,7.0,83.0,2.0,0
60.0,72.0,36.0,7.0,45.0,0.0,0
1.0,7.0,47.0,7.0,,7.0,1
0.0,1.0,169.0,7.0,,5.0,1
0.0,8.0,1.0,7.0,,4.0,1
0.0,0.0,1812.0,7.0,80.0,5.0,0
2.0,20.0,82.0,7.0,38.0,5.0,1
1.0,1.0,3.0,6.0,,6.0,1
0.0,3.0,17.0,6.0,,3.0,1
7.0,101.0,129.0,6.0,,2.0,0
0.0,2.0,28.0,6.0,,12.0,1
6.0,55.0,234.0,6.0,,5.0,1
7.0,113.0,423.0,5.0,61.0,6.0,0
9.0,133.0,616.0,5.0,,0.0,0
0.0,10.0,7.0,5.0,,0.0,1
0.0,13.0,9.0,5.0,,5.0,1
1.0,1.0,415.0,4.0,,4.0,0
0.0,1.0,15.0,4.0,,5.0,1
1.0,12.0,1388.0,4.0,,0.0,0
2.0,47.0,415.0,3.0,159.0,2.0,0
1.0,42.0,131.0,3.0,,5.0,1
2.0,64.0,17.0,3.0,,2.0,0
1.0,13.0,8.0,3.0,31.0,0.0,1
5.0,31.0,190.0,3.0,12.0,2.0,1
4.0,5.0,8.0,3.0,14.0,0.0,1
4.0,47.0,13.0,3.0,79.0,0.0,1
1.0,1.0,35.0,2.0,,5.0,1
0.0,0.0,3.0,2.0,,2.0,1
156.0,734.0,15754.0,3698.0,62.0,0.0,0
2.0,37.0,30.0,2.0,,0.0,1
0.0,15.0,4.0,1.0,,8.0,1
0.0,145.0,244.0,1.0,,0.0,0
0.0,6.0,3.0,1.0,,5.0,1
0.0,32.0,27.0,1.0,,0.0,1
0.0,8.0,2.0,1.0,,5.0,1
1.0,21.0,5.0,0.0,50.0,2.0,1
0.0,28.0,5.0,0.0,,5.0,1
0.0,7.0,2.0,0.0,,8.0,1
1.0,15.0,64.0,0.0,123.0,1.0,1
0.0,5.0,10.0,0.0,,12.0,1
1141.0,1285.0,19181.0,5458.0,58.0,0.0,0
355.0,1617.0,11268.0,4828.0,27.0,2.0,0
168.0,240.0,15300.0,4828.0,53.0,0.0,0
6156.0,3604.0,84762.0,4828.0,128.0,0.0,0
497.0,1778.0,3720.0,3696.0,42.0,0.0,0
198.0,805.0,5688.0,4827.0,,3.0,0
866.0,928.0,38031.0,3695.0,40.0,0.0,0
289.0,616.0,37721.0,4827.0,50.0,0.0,0
189.0,1366.0,3754.0,4826.0,,4.0,0
1334.0,1914.0,19043.0,4826.0,59.0,2.0,0
72.0,114.0,1493.0,4826.0,65.0,0.0,0
38.0,59.0,256.0,4826.0,,0.0,0
354.0,803.0,79159.0,4825.0,23.0,0.0,0
98.0,548.0,5591.0,3693.0,,2.0,0
36.0,160.0,1511.0,4825.0,63.0,0.0,0
136.0,228.0,2627.0,4825.0,38.0,0.0,0
161.0,519.0,10692.0,3693.0,109.0,2.0,0
76.0,218.0,3223.0,3692.0,90.0,0.0,0
227.0,4985.0,2149.0,3692.0,,0.0,0
942.0,2156.0,12407.0,4823.0,104.0,0.0,0
268.0,3534.0,27081.0,4822.0,117.0,0.0,0
2192.0,1404.0,46007.0,3691.0,160.0,2.0,0
70.0,100.0,2861.0,4819.0,41.0,0.0,0
127.0,563.0,879.0,4818.0,,0.0,0
14.0,145.0,1318.0,4818.0,,0.0,0
143.0,288.0,2741.0,4818.0,55.0,0.0,0
347.0,642.0,21857.0,4817.0,36.0,2.0,0
4163.0,2141.0,195705.0,4817.0,124.0,3.0,0
887.0,2489.0,14046.0,4816.0,138.0,2.0,0
366.0,312.0,5259.0,4815.0,20.0,0.0,0
29.0,134.0,121.0,4815.0,24.0,0.0,0
255.0,116.0,19760.0,4814.0,24.0,0.0,0
148.0,230.0,3285.0,4814.0,58.0,0.0,0
63.0,596.0,3119.0,4814.0,,2.0,0
208.0,520.0,19675.0,4814.0,138.0,0.0,0
283.0,407.0,9097.0,5432.0,,0.0,0
340.0,848.0,20722.0,4812.0,55.0,0.0,0
369.0,476.0,2053.0,4812.0,16.0,0.0,0
30.0,44.0,1854.0,4810.0,,0.0,0
62.0,243.0,2079.0,4808.0,29.0,3.0,0
181.0,2078.0,18169.0,4807.0,13.0,2.0,0
155.0,249.0,10169.0,3690.0,,0.0,0
44.0,112.0,952.0,4806.0,12.0,4.0,0
397.0,2773.0,23273.0,4805.0,26.0,0.0,0
158.0,532.0,1259.0,4804.0,40.0,0.0,0
465.0,322.0,12862.0,4803.0,,0.0,0
53.0,366.0,5753.0,4803.0,160.0,0.0,0
214.0,1189.0,22530.0,4802.0,115.0,0.0,0
45.0,70.0,526.0,4802.0,,3.0,0
48.0,164.0,720.0,4801.0,,4.0,0
35.0,89.0,1283.0,4800.0,,0.0,0
65.0,786.0,946.0,4799.0,126.0,2.0,0
211.0,387.0,5531.0,4799.0,9.0,0.0,0
222.0,619.0,10217.0,3690.0,147.0,4.0,0
1874.0,3313.0,10713.0,3689.0,110.0,3.0,0
55.0,459.0,9038.0,4797.0,101.0,0.0,0
13.0,196.0,1849.0,4797.0,,2.0,0
413.0,1628.0,8790.0,4796.0,39.0,6.0,0
62.0,397.0,778.0,4795.0,94.0,0.0,0
5552.0,945.0,14417.0,3688.0,85.0,0.0,0
68.0,72.0,2707.0,3688.0,23.0,0.0,0
804.0,704.0,6240.0,4794.0,137.0,0.0,0
31.0,100.0,39.0,3687.0,,3.0,0
450.0,310.0,11024.0,4793.0,82.0,0.0,0
369.0,663.0,22929.0,4792.0,149.0,1.0,0
261.0,616.0,16271.0,3685.0,,2.0,0
6.0,21.0,127.0,3684.0,,0.0,0
36.0,331.0,585.0,4791.0,,0.0,0
122.0,156.0,808.0,4791.0,100.0,2.0,0
28.0,212.0,3289.0,4791.0,,0.0,0
62.0,280.0,1967.0,4791.0,39.0,0.0,0
614820.0,212833.0,21611.0,4790.0,110.0,0.0,0
23.0,77.0,156.0,3682.0,,2.0,0
608.0,834.0,25549.0,4789.0,160.0,0.0,0
79.0,145.0,2253.0,3680.0,155.0,0.0,0
181.0,303.0,8504.0,3680.0,,0.0,0
128.0,409.0,4333.0,3679.0,,0.0,0
507.0,1502.0,3376.0,4786.0,135.0,2.0,0
5033.0,5086.0,77244.0,3679.0,143.0,0.0,0
73.0,731.0,9231.0,4784.0,,0.0,0
66.0,327.0,4871.0,4783.0,,0.0,0
193.0,315.0,13334.0,4783.0,,0.0,0
67.0,820.0,4762.0,3675.0,24.0,4.0,0
82.0,591.0,1622.0,4782.0,1.0,0.0,0
141.0,355.0,27312.0,4782.0,159.0,0.0,0
226.0,215.0,9078.0,4781.0,,0.0,0
31.0,261.0,997.0,3673.0,,0.0,0
384.0,540.0,23296.0,4780.0,126.0,0.0,0
507.0,708.0,3342.0,4780.0,,0.0,0
121.0,304.0,29802.0,3672.0,26.0,0.0,0
271.0,688.0,2917.0,4778.0,121.0,0.0,0
9.0,50.0,1612.0,3670.0,25.0,6.0,0
335.0,1361.0,10296.0,3667.0,,2.0,0
52.0,183.0,7610.0,3667.0,76.0,0.0,0
22.0,106.0,561.0,3667.0,26.0,8.0,0
138.0,82.0,5901.0,4774.0,,0.0,0
741.0,669.0,16154.0,4772.0,157.0,0.0,0
18.0,149.0,293.0,3663.0,118.0,1.0,0
785.0,545.0,58980.0,4772.0,31.0,4.0,0
410.0,1044.0,4544.0,4772.0,,4.0,0
230.0,407.0,7562.0,4771.0,,0.0,0
575.0,2022.0,12883.0,4771.0,46.0,0.0,0
78.0,1048.0,9677.0,4771.0,104.0,2.0,0
430.0,829.0,10899.0,4771.0,69.0,0.0,0
101.0,410.0,15612.0,3662.0,,0.0,0
814.0,2651.0,25758.0,4770.0,151.0,1.0,0
64.0,388.0,9565.0,4770.0,,0.0,0
1294.0,2199.0,7734.0,4770.0,42.0,4.0,0
7.0,213.0,4992.0,4769.0,,3.0,0
1.0,43.0,173.0,3659.0,31.0,0.0,0
1218.0,1815.0,80203.0,4768.0,18.0,0.0,0
143.0,240.0,11517.0,4767.0,,2.0,0
181.0,2369.0,11338.0,3655.0,49.0,0.0,0
282.0,1072.0,10049.0,4766.0,,1.0,0
670.0,319.0,8291.0,3653.0,47.0,2.0,0
73.0,63.0,1829.0,3653.0,157.0,0.0,0
68.0,82.0,87.0,4765.0,,0.0,0
107.0,467.0,3115.0,4764.0,,0.0,0
531.0,1041.0,10954.0,4763.0,129.0,0.0,0
1077.0,564.0,197545.0,4763.0,48.0,3.0,0
273.0,126.0,52141.0,4763.0,,0.0,0
284.0,503.0,19979.0,4763.0,112.0,0.0,0
14.0,175.0,1673.0,4763.0,7.0,0.0,0
323.0,891.0,17994.0,4763.0,141.0,0.0,0
599.0,1055.0,37505.0,4763.0,110.0,2.0,0
84.0,384.0,7905.0,4763.0,75.0,0.0,0
611.0,666.0,42865.0,4763.0,129.0,0.0,0
6.0,32.0,73.0,4763.0,24.0,0.0,0
137.0,229.0,1247.0,4763.0,17.0,0.0,0
162.0,217.0,33721.0,4762.0,35.0,2.0,0
5.0,18.0,648.0,4762.0,,4.0,0
49.0,168.0,545.0,4762.0,10.0,4.0,0
44.0,335.0,758.0,3647.0,,0.0,0
156.0,71.0,2580.0,4762.0,39.0,0.0,0
46.0,149.0,2639.0,3647.0,,8.0,0
172.0,1026.0,9948.0,5372.0,10.0,0.0,0
2129.0,1544.0,7034.0,4762.0,149.0,0.0,0
28.0,78.0,249.0,4761.0,,2.0,0
95.0,401.0,918.0,4760.0,18.0,2.0,0
181.0,854.0,15062.0,4760.0,34.0,2.0,0
303.0,380.0,6421.0,4760.0,45.0,0.0,0
451.0,448.0,50209.0,4759.0,54.0,2.0,0
251.0,919.0,17076.0,4758.0,45.0,2.0,0
5.0,212.0,307.0,4758.0,16.0,2.0,0
364.0,10.0,1896.0,4758.0,88.0,0.0,0
71.0,450.0,4883.0,4757.0,148.0,1.0,0
27.0,43.0,455.0,4756.0,119.0,0.0,0
70.0,182.0,1601.0,4756.0,59.0,0.0,0
190.0,688.0,3304.0,4756.0,,0.0,0
111.0,390.0,2411.0,4755.0,,0.0,0
298.0,2111.0,13659.0,4755.0,35.0,4.0,0
2898.0,926.0,18331.0,4755.0,89.0,0.0,0
117.0,951.0,3054.0,4752.0,21.0,0.0,0
121.0,283.0,4678.0,4752.0,6.0,0.0,0
254.0,156.0,18957.0,4751.0,92.0,2.0,0
160.0,243.0,12436.0,4751.0,,0.0,0
244.0,445.0,4066.0,4750.0,107.0,0.0,0
353.0,712.0,17866.0,4750.0,,0.0,0
5577.0,4370.0,133330.0,4750.0,43.0,0.0,0
72.0,237.0,3890.0,4749.0,82.0,0.0,0
66.0,162.0,4304.0,4749.0,151.0,0.0,0
46.0,382.0,1516.0,4748.0,,2.0,0
52299.0,24.0,1395.0,4748.0,11.0,0.0,0
550.0,767.0,27028.0,4746.0,47.0,0.0,0
323.0,292.0,17239.0,4745.0,160.0,0.0,0
13.0,214.0,632.0,4743.0,47.0,2.0,0
1671.0,3733.0,13567.0,4743.0,43.0,3.0,0
72.0,554.0,7865.0,4742.0,,0.0,0
39.0,663.0,1206.0,4742.0,61.0,0.0,0
218.0,597.0,14488.0,4741.0,148.0,0.0,0
139.0,716.0,5974.0,4739.0,14.0,3.0,0
50.0,297.0,1193.0,4738.0,,3.0,0
265.0,250.0,23285.0,4736.0,60.0,0.0,0
70.0,343.0,5421.0,4735.0,,0.0,0
187.0,293.0,720.0,4735.0,130.0,2.0,0
23.0,1132.0,703.0,4734.0,,2.0,0
94.0,318.0,19725.0,4734.0,29.0,0.0,0
180.0,1242.0,2985.0,4733.0,7.0,4.0,0
544.0,602.0,4914.0,4731.0,,3.0,0
62.0,83.0,821.0,4730.0,18.0,0.0,0
53.0,219.0,10126.0,4730.0,34.0,0.0,0
460.0,760.0,522.0,4729.0,10.0,0.0,0
155.0,2245.0,388.0,4728.0,13.0,0.0,0
90.0,118.0,13268.0,4728.0,,1.0,0
394.0,1092.0,8870.0,4728.0,83.0,0.0,0
32.0,54.0,3671.0,4727.0,,2.0,0
990.0,923.0,50626.0,4725.0,16.0,2.0,0
18.0,455.0,680.0,4724.0,,4.0,0
629.0,1081.0,137893.0,4724.0,160.0,0.0,0
391.0,351.0,2751.0,4723.0,143.0,0.0,0
143.0,249.0,12523.0,4723.0,21.0,0.0,0
184.0,1198.0,6298.0,4722.0,,0.0,0
401.0,1335.0,43625.0,4721.0,43.0,0.0,0
628.0,2503.0,35006.0,4721.0,159.0,0.0,0
1036.0,973.0,7365.0,4721.0,101.0,0.0,0
84.0,420.0,8473.0,3646.0,,0.0,0
60.0,329.0,4914.0,4721.0,,3.0,0
30.0,107.0,10531.0,3645.0,25.0,0.0,0
99.0,984.0,5431.0,3644.0,,0.0,0
69.0,903.0,4698.0,3642.0,21.0,0.0,0
43.0,415.0,1698.0,3641.0,71.0,3.0,0
220.0,311.0,3914.0,4718.0,16.0,0.0,0
0.0,7.0,4.0,3639.0,,0.0,0
26.0,151.0,560.0,3639.0,,5.0,0
71.0,192.0,262.0,4718.0,17.0,4.0,0
610.0,1693.0,45958.0,4717.0,56.0,2.0,0
100.0,190.0,11559.0,3640.0,1.0,4.0,0
66.0,331.0,856.0,4717.0,116.0,2.0,0
192.0,494.0,10309.0,3636.0,80.0,4.0,0
1211.0,1017.0,127752.0,3638.0,124.0,2.0,0
23.0,186.0,530.0,3638.0,26.0,0.0,0
1278.0,1443.0,51036.0,4715.0,155.0,0.0,0
693.0,1416.0,36265.0,3628.0,88.0,0.0,0
731.0,3302.0,15540.0,4713.0,154.0,0.0,0
1232.0,1477.0,27950.0,4713.0,84.0,0.0,0
41.0,103.0,1014.0,4712.0,,3.0,0
3320.0,1648.0,74288.0,4712.0,91.0,0.0,0
69.0,594.0,6764.0,4710.0,,0.0,0
268.0,1859.0,3319.0,4710.0,,0.0,0
30.0,47.0,110.0,4710.0,,0.0,0
38.0,182.0,1962.0,3616.0,65.0,0.0,0
731.0,489.0,12384.0,4710.0,69.0,0.0,0
104.0,315.0,2477.0,4709.0,22.0,2.0,0
113.0,264.0,17018.0,4709.0,78.0,0.0,0
456.0,1210.0,49712.0,4709.0,,0.0,0
846.0,698.0,72868.0,4709.0,13.0,0.0,0
247.0,1151.0,826.0,4708.0,119.0,0.0,0
189.0,673.0,13112.0,4708.0,153.0,0.0,0
668.0,1102.0,15609.0,4708.0,,0.0,0
168.0,690.0,12870.0,4708.0,88.0,0.0,0
213.0,1216.0,18842.0,4707.0,52.0,0.0,0
598.0,1955.0,13751.0,3608.0,91.0,0.0,0
729.0,521.0,30272.0,3607.0,,0.0,0
223.0,596.0,13810.0,4706.0,115.0,0.0,0
64.0,773.0,430.0,3619.0,74.0,0.0,0
210.0,806.0,4975.0,3619.0,29.0,0.0,0
39.0,164.0,1602.0,4706.0,,0.0,0
460.0,1050.0,13520.0,4705.0,108.0,2.0,0
18.0,78.0,3211.0,3605.0,,0.0,0
26.0,168.0,488.0,3616.0,,0.0,0
36.0,641.0,201.0,4704.0,,0.0,0
18.0,218.0,2863.0,4704.0,,0.0,0
24.0,312.0,1110.0,3615.0,,4.0,0
8.0,105.0,617.0,3615.0,,2.0,0
27.0,109.0,1528.0,4704.0,,2.0,0
497.0,271.0,7752.0,4704.0,144.0,2.0,0
573.0,148.0,94637.0,4703.0,123.0,1.0,0
58.0,418.0,6523.0,4703.0,,0.0,0
54.0,74.0,171.0,4703.0,,4.0,0
36.0,290.0,1515.0,4703.0,127.0,0.0,0
127.0,591.0,11040.0,4703.0,97.0,2.0,0
276.0,845.0,47063.0,4702.0,159.0,4.0,0
970.0,4057.0,13920.0,5344.0,133.0,0.0,0
144.0,757.0,4378.0,3611.0,18.0,0.0,0
32.0,156.0,2548.0,3611.0,16.0,3.0,0
39.0,259.0,3567.0,3610.0,,1.0,0
43.0,402.0,1635.0,3610.0,45.0,0.0,0
14.0,125.0,3054.0,3609.0,40.0,1.0,0
8095.0,3185.0,38089.0,4701.0,101.0,0.0,0
442.0,696.0,39620.0,4701.0,35.0,2.0,0
410.0,494.0,28181.0,4700.0,148.0,0.0,0
127.0,262.0,286.0,4698.0,13.0,1.0,0
51.0,286.0,5964.0,4697.0,,0.0,0
31.0,108.0,673.0,4697.0,128.0,4.0,0
60.0,174.0,5281.0,4696.0,,4.0,0
454.0,1565.0,2627.0,4696.0,55.0,0.0,0
219.0,132.0,4969.0,3598.0,,1.0,0
251.0,686.0,6664.0,4696.0,25.0,0.0,0
116.0,242.0,6486.0,4696.0,,0.0,0
243.0,564.0,32992.0,3584.0,,0.0,0
123.0,1009.0,14220.0,3596.0,9.0,3.0,0
11.0,34.0,1703.0,3596.0,,3.0,0
302.0,1799.0,13747.0,4695.0,59.0,0.0,0
48.0,187.0,5925.0,3594.0,,0.0,0
154.0,243.0,1803.0,4694.0,,0.0,0
156.0,181.0,20434.0,4694.0,,1.0,0
32.0,178.0,228.0,3593.0,,4.0,0
88.0,695.0,3182.0,4694.0,1.0,0.0,0
47.0,112.0,13614.0,3580.0,,0.0,0
354.0,542.0,13614.0,4692.0,160.0,0.0,0
1006.0,1899.0,45747.0,4692.0,76.0,0.0,0
2107.0,477.0,3081.0,4692.0,72.0,4.0,0
58.0,325.0,2462.0,4691.0,145.0,0.0,0
58.0,486.0,923.0,3574.0,,8.0,0
638.0,549.0,32339.0,3584.0,67.0,8.0,0
94.0,57.0,355.0,3584.0,,3.0,0
20.0,166.0,1197.0,3583.0,65.0,0.0,0
208.0,1487.0,16302.0,3582.0,91.0,0.0,0
155.0,505.0,3123.0,3571.0,,1.0,0
202.0,935.0,3520.0,3581.0,77.0,3.0,0
718.0,1723.0,2516.0,4689.0,148.0,0.0,0
820.0,517.0,11157.0,3579.0,20.0,0.0,0
36.0,231.0,4355.0,3579.0,16.0,0.0,0
26.0,83.0,10.0,3577.0,,0.0,0
243.0,171.0,15652.0,3577.0,111.0,2.0,0
237.0,660.0,29479.0,4687.0,60.0,0.0,0
84.0,392.0,2965.0,3574.0,49.0,0.0,0
155.0,936.0,3774.0,3565.0,160.0,2.0,0
88.0,441.0,1679.0,4686.0,136.0,1.0,0
107.0,304.0,8236.0,4686.0,,0.0,0
358.0,200.0,8927.0,4685.0,32.0,0.0,0
124.0,298.0,2894.0,4685.0,48.0,2.0,0
94.0,126.0,18592.0,3570.0,60.0,2.0,0
54.0,217.0,57.0,4685.0,,2.0,0
51.0,162.0,2176.0,3568.0,160.0,4.0,0
5.0,119.0,1231.0,3568.0,,3.0,0
4.0,67.0,50.0,3561.0,,0.0,0
282.0,649.0,24414.0,4684.0,,0.0,0
140.0,201.0,6614.0,4684.0,,0.0,0
491.0,3051.0,26061.0,3566.0,,1.0,0
78.0,428.0,12743.0,4683.0,148.0,3.0,0
36.0,71.0,7288.0,3565.0,25.0,0.0,0
119.0,346.0,3871.0,4683.0,145.0,0.0,0
711.0,1131.0,6730.0,4683.0,80.0,0.0,0
300.0,237.0,16789.0,4682.0,122.0,0.0,0
179.0,620.0,10827.0,3557.0,41.0,4.0,0
4841.0,1741.0,182094.0,4681.0,53.0,0.0,0
21.0,124.0,78.0,3562.0,,0.0,0
9.0,2.0,19.0,4681.0,28.0,0.0,0
940.0,773.0,22127.0,4681.0,21.0,0.0,0
1214.0,1454.0,27023.0,3555.0,54.0,0.0,0
516.0,1587.0,5036.0,3559.0,,1.0,0
1105.0,1704.0,84637.0,4680.0,,1.0,0
56.0,33.0,4616.0,3553.0,,2.0,0
522.0,1556.0,8128.0,4679.0,107.0,0.0,0
1235.0,1546.0,72761.0,4679.0,159.0,0.0,0
5.0,168.0,565.0,3552.0,42.0,1.0,0
32.0,314.0,340.0,4679.0,29.0,0.0,0
6.0,28.0,1255.0,3551.0,,2.0,0
1793.0,2108.0,12316.0,4678.0,68.0,0.0,0
136.0,147.0,35594.0,4676.0,36.0,0.0,0
12.0,81.0,39.0,3552.0,,2.0,0
136.0,388.0,7936.0,3551.0,,4.0,0
43.0,204.0,407.0,3548.0,,0.0,0
3461.0,1835.0,233449.0,3550.0,155.0,0.0,0
6.0,29.0,1670.0,4675.0,,0.0,0
102.0,617.0,400.0,4675.0,84.0,0.0,0
1342.0,920.0,2067.0,3549.0,9.0,0.0,0
94.0,159.0,13803.0,3548.0,36.0,2.0,0
195.0,433.0,29612.0,4675.0,106.0,2.0,0
921.0,327.0,13052.0,4674.0,16.0,0.0,0
22.0,74.0,942.0,3547.0,,2.0,0
251.0,1952.0,3405.0,4674.0,45.0,0.0,0
290.0,388.0,19088.0,3547.0,146.0,2.0,0
87.0,1052.0,9895.0,4673.0,61.0,2.0,0
126.0,29.0,29915.0,3546.0,,0.0,0
1736.0,1338.0,85349.0,4673.0,156.0,0.0,0
87.0,83.0,2207.0,3542.0,,4.0,0
47.0,204.0,1837.0,4673.0,,0.0,0
106.0,469.0,13282.0,3544.0,72.0,3.0,0
131.0,478.0,1374.0,4673.0,16.0,1.0,0
169960.0,1073.0,30920.0,4673.0,125.0,0.0,0
47.0,40.0,870.0,3541.0,,1.0,0
79.0,130.0,628.0,4672.0,54.0,0.0,0
5.0,236.0,1400.0,3543.0,,0.0,0
193.0,982.0,3778.0,3540.0,156.0,0.0,0
29.0,394.0,2997.0,3540.0,55.0,0.0,0
209.0,1291.0,11520.0,3539.0,157.0,0.0,0
181.0,313.0,1949.0,3539.0,68.0,0.0,0
413.0,1055.0,3853.0,4669.0,155.0,0.0,0
70.0,525.0,2572.0,3536.0,134.0,0.0,0
95.0,229.0,5819.0,4669.0,,0.0,0
53.0,213.0,2940.0,3536.0,,0.0,0
55.0,121.0,223.0,4669.0,,2.0,0
39.0,100.0,546.0,4668.0,,2.0,0
72.0,279.0,1259.0,3532.0,123.0,2.0,0
2495.0,1397.0,63898.0,3532.0,44.0,0.0,0
189.0,518.0,19039.0,4667.0,159.0,2.0,0
537.0,1788.0,15771.0,4667.0,35.0,0.0,0
180.0,1935.0,11965.0,4667.0,99.0,0.0,0
235.0,607.0,31157.0,4666.0,86.0,0.0,0
28.0,362.0,804.0,3529.0,129.0,0.0,0
224.0,95.0,5802.0,3528.0,32.0,0.0,0
71.0,177.0,5476.0,3527.0,19.0,0.0,0
979.0,956.0,5903.0,4665.0,158.0,3.0,0
23.0,64.0,50.0,4664.0,43.0,0.0,0
57.0,214.0,1691.0,3525.0,103.0,0.0,0
838.0,3242.0,14755.0,4664.0,23.0,4.0,0
25.0,117.0,4457.0,3524.0,,0.0,0
81.0,381.0,383.0,4663.0,35.0,0.0,0
2.0,59.0,803.0,3522.0,,0.0,0
312.0,677.0,34108.0,3522.0,,0.0,0
121.0,306.0,4069.0,4663.0,45.0,0.0,0
325.0,553.0,6963.0,5333.0,149.0,0.0,0
338.0,886.0,114659.0,3522.0,148.0,0.0,0
37.0,108.0,2505.0,3521.0,,0.0,0
6.0,50.0,549.0,3521.0,,2.0,0
171.0,355.0,7667.0,4662.0,118.0,2.0,0
136.0,321.0,91866.0,3518.0,,2.0,0
8.0,42.0,1205.0,3518.0,18.0,1.0,0
107.0,1787.0,6952.0,4661.0,90.0,4.0,0
44.0,110.0,652.0,3517.0,69.0,0.0,0
8.0,15.0,77.0,4661.0,146.0,0.0,0
380.0,601.0,10653.0,4661.0,37.0,0.0,0
9.0,66.0,472.0,4661.0,2.0,0.0,0
189.0,125.0,15997.0,3516.0,103.0,0.0,0
1342.0,1426.0,18659.0,4660.0,,0.0,0
161.0,447.0,4261.0,5332.0,60.0,0.0,0
809.0,1028.0,46316.0,4660.0,110.0,3.0,0
43.0,46.0,125.0,3516.0,,0.0,0
17.0,259.0,254.0,4659.0,,0.0,0
2813.0,1582.0,20907.0,4659.0,160.0,0.0,0
30.0,318.0,4415.0,4659.0,20.0,0.0,0
29.0,640.0,942.0,4659.0,139.0,3.0,0
153.0,135.0,3386.0,3510.0,,0.0,0
129.0,887.0,10601.0,4658.0,48.0,0.0,0
143.0,232.0,743.0,4658.0,9.0,0.0,0
392.0,606.0,25231.0,3513.0,160.0,0.0,0
2.0,31.0,128.0,3505.0,,0.0,0
286.0,184.0,6442.0,3505.0,34.0,0.0,0
97.0,351.0,1627.0,4656.0,,2.0,0
79.0,96.0,13653.0,3510.0,,0.0,0
18.0,92.0,25.0,3502.0,,2.0,0
832.0,842.0,41265.0,4655.0,20.0,2.0,0
112.0,457.0,4896.0,4655.0,75.0,0.0,0
356.0,336.0,9682.0,4654.0,,0.0,0
136.0,105.0,6177.0,4654.0,,4.0,0
1984.0,291.0,767723.0,4654.0,67.0,4.0,0
270.0,965.0,10163.0,4654.0,86.0,2.0,0
19.0,128.0,1761.0,3497.0,,0.0,0
70.0,444.0,628.0,4652.0,84.0,0.0,0
138.0,108.0,21180.0,3494.0,136.0,0.0,0
245.0,540.0,3363.0,3504.0,81.0,2.0,0
290.0,271.0,3392.0,4652.0,130.0,0.0,0
10122.0,11118.0,158031.0,3494.0,92.0,2.0,0
1026.0,494.0,47549.0,4650.0,140.0,2.0,0
8.0,14.0,41.0,3490.0,40.0,0.0,0
136.0,170.0,3263.0,3501.0,70.0,2.0,0
287.0,152.0,298.0,4650.0,,2.0,0
107.0,78.0,24933.0,3489.0,,0.0,0
6.0,56.0,502.0,4650.0,,0.0,0
423.0,1067.0,2227.0,3489.0,32.0,0.0,0
268.0,399.0,1675.0,4649.0,142.0,0.0,0
473.0,478.0,13667.0,4649.0,14.0,3.0,0
826.0,786.0,17589.0,3487.0,124.0,0.0,0
209.0,258.0,12148.0,4648.0,110.0,2.0,0
11938.0,9138.0,78691.0,3498.0,96.0,2.0,0
170.0,197.0,16801.0,4648.0,,0.0,0
1309.0,1784.0,181448.0,4647.0,83.0,0.0,0
324.0,3374.0,8413.0,3483.0,92.0,0.0,0
